Date,SPX_Close,VIX_Today,SPX_Return_Pct,fgi_value,Vol_Level
2023-04-26,4055.989990234375,18.84000015258789,-0.38,56,Normal
2023-04-27,4135.35009765625,17.030000686645508,1.96,59,Normal
2023-04-28,4169.47998046875,15.779999732971191,0.83,64,Normal
2023-05-01,4167.8701171875,16.079999923706055,-0.04,63,Normal
2023-05-02,4119.580078125,17.780000686645508,-1.16,55,Normal
2023-05-03,4090.75,18.34000015258789,-0.7,64,Normal
2023-05-04,4061.219970703125,20.09000015258789,-0.72,64,Normal
2023-05-05,4136.25,17.190000534057617,1.85,61,Normal
2023-05-08,4138.1201171875,16.979999542236328,0.05,60,Normal
2023-05-09,4119.169921875,17.709999084472656,-0.46,51,Normal
2023-05-10,4137.64013671875,16.940000534057617,0.45,52,Normal
2023-05-11,4130.6201171875,16.93000030517578,-0.17,52,Normal
2023-05-12,4124.080078125,17.030000686645508,-0.16,49,Normal
2023-05-15,4136.27978515625,17.1200008392334,0.3,50,Normal
2023-05-16,4109.89990234375,17.989999771118164,-0.64,54,Normal
2023-05-17,4158.77001953125,16.8700008392334,1.19,50,Normal
2023-05-18,4198.0498046875,16.049999237060547,0.94,51,Normal
2023-05-19,4191.97998046875,16.809999465942383,-0.14,48,Normal
2023-05-22,4192.6298828125,17.209999084472656,0.02,49,Normal
2023-05-23,4145.580078125,18.530000686645508,-1.12,50,Normal
2023-05-24,4115.240234375,20.030000686645508,-0.73,50,Normal
2023-05-25,4151.27978515625,19.139999389648438,0.88,51,Normal
2023-05-26,4205.4501953125,17.950000762939453,1.3,49,Normal
2023-05-30,4205.52001953125,17.459999084472656,0.0,51,Normal
2023-05-31,4179.830078125,17.940000534057617,-0.61,51,Normal
2023-06-01,4221.02001953125,15.649999618530273,0.99,52,Normal
2023-06-02,4282.3701171875,14.600000381469727,1.45,50,Normal
2023-06-05,4273.7900390625,14.729999542236328,-0.2,53,Normal
2023-06-06,4283.85009765625,13.960000038146973,0.24,44,Normal
2023-06-07,4267.52001953125,13.9399995803833,-0.38,53,Normal
2023-06-08,4293.93017578125,13.649999618530273,0.62,50,Normal
2023-06-09,4298.85986328125,13.829999923706055,0.11,50,Normal
2023-06-12,4338.93017578125,15.010000228881836,0.93,47,Normal
2023-06-13,4369.009765625,14.609999656677246,0.69,45,Normal
2023-06-14,4372.58984375,13.880000114440918,0.08,46,Normal
2023-06-15,4425.83984375,14.5,1.22,41,Normal
2023-06-16,4409.58984375,13.539999961853027,-0.37,47,Normal
2023-06-20,4388.7099609375,13.880000114440918,-0.47,49,Normal
2023-06-21,4365.68994140625,13.199999809265137,-0.52,59,Normal
2023-06-22,4381.89013671875,12.90999984741211,0.37,65,Normal
2023-06-23,4348.330078125,13.4399995803833,-0.77,65,Normal
2023-06-26,4328.81982421875,14.25,-0.45,55,Normal
2023-06-27,4378.41015625,13.739999771118164,1.15,59,Normal
